"source_league_name";"source_country";"source_league_id";"player_id";"player_name";"firstname";"lastname";"age";"birth_date";"birth_place";"birth_country";"nationality";"height";"weight";"injured";"photo";"team_id";"team_name";"team_logo";"league_id";"league_name_api";"league_country";"league_logo";"league_flag";"season";"games_appearences";"games_lineups";"games_minutes";"games_number";"games_position";"games_rating";"games_captain";"substitutes_in";"substitutes_out";"substitutes_bench";"shots_total";"shots_on";"goals_total";"goals_conceded";"goals_assists";"goals_saves";"passes_total";"passes_key";"passes_accuracy";"tackles_total";"tackles_blocks";"tackles_interceptions";"duels_total";"duels_won";"dribbles_attempts";"dribbles_success";"dribbles_past";"fouls_drawn";"fouls_committed";"cards_yellow";"cards_yellowred";"cards_red";"penalty_won";"penalty_commited";"penalty_scored";"penalty_missed";"penalty_saved";"goals_per90";"assists_per90";"shots_per90";"shots_on_per90";"key_passes_per90";"passes_per90";"tackles_per90";"interceptions_per90";"duels_total_per90";"duels_won_per90";"dribbles_attempts_per90";"dribbles_success_per90";"fouls_drawn_per90";"fouls_committed_per90"
"Ligue 2";"France";62;485820;"Quentin Paris";"Quentin";"Paris";19;"2006-10-23";NA;"France";"France";"187";"79";FALSE;"https://media.api-sports.io/football/players/485820.png";3012;"Annecy";"https://media.api-sports.io/football/teams/3012.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;19;6;683;33;"Attacker";6,51;FALSE;13;6;15;11;6;3;0;0;NA;163;7;NA;11;NA;NA;209;71;34;11;NA;29;35;5;1;0;NA;NA;0;0;NA;0,395314787701318;0;1,44948755490483;0,790629575402635;0,922401171303075;21,4787701317716;1,44948755490483;NA;27,5402635431918;9,35578330893119;4,48023426061493;1,44948755490483;3,82137628111274;4,61200585651537
"Ligue 2";"France";62;276550;"W. Benard";"William";"Benard";22;"2003-04-27";NA;"France";"France";"182";"75";FALSE;"https://media.api-sports.io/football/players/276550.png";433;"Laval";"https://media.api-sports.io/football/teams/433.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;13;7;691;26;"Midfielder";6,75;FALSE;6;6;11;1;NA;0;0;0;NA;257;2;NA;18;3;11;100;48;8;1;NA;13;16;3;0;0;NA;NA;0;0;NA;0;0;0,130246020260492;NA;0,260492040520984;33,4732272069465;2,34442836468886;1,43270622286541;13,0246020260492;6,25180897250362;1,04196816208394;0,130246020260492;1,6931982633864;2,08393632416787
"Ligue 2";"France";62;392656;"M. Diadie";"Mohamed Ali";"Diadie";21;"2004-10-22";NA;"France";"France";"180";"64";FALSE;"https://media.api-sports.io/football/players/392656.png";93;"Reims";"https://media.api-sports.io/football/teams/93.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;1;0;45;93;"Midfielder";6,9;FALSE;1;0;2;1;NA;0;0;0;NA;51;NA;47;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA;0;0;2;NA;NA;102;NA;NA;2;NA;NA;NA;NA;NA
"Ligue 2";"France";62;399908;"T. Nihouarn";"Titouan";"Nihouarn";21;"2004-07-28";NA;"France";"France";NA;NA;FALSE;"https://media.api-sports.io/football/players/399908.png";1297;"PAU";"https://media.api-sports.io/football/teams/1297.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;0;0;NA;36;"Attacker";NA;FALSE;0;0;0;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ligue 2";"France";62;401566;"Y. N&apos;Joya N&apos;Gapout";"Youssef";"N'Joya N'Gapout";21;"2004-04-18";NA;"France";"France";"179";NA;FALSE;"https://media.api-sports.io/football/players/401566.png";90;"Guingamp";"https://media.api-sports.io/football/teams/90.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;3;0;35;34;"Attacker";6,63;FALSE;3;0;5;1;NA;0;0;0;NA;22;1;NA;NA;NA;1;4;2;1;1;NA;1;NA;0;0;0;NA;NA;0;0;NA;0;0;2,57142857142857;NA;2,57142857142857;56,5714285714286;NA;2,57142857142857;10,2857142857143;5,14285714285714;2,57142857142857;2,57142857142857;2,57142857142857;NA
"Ligue 2";"France";62;417550;"O. Sissoko";"Omar";"Sissoko";19;"2006-08-18";"Poissy";"France";"France";"175";"70";FALSE;"https://media.api-sports.io/football/players/417550.png";1297;"PAU";"https://media.api-sports.io/football/teams/1297.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;17;9;799;17;"Attacker";6,75;FALSE;8;9;8;21;8;4;0;1;NA;164;11;NA;2;1;4;84;35;22;10;NA;14;8;2;0;0;NA;NA;0;0;NA;0,450563204005006;0,112640801001252;2,36545682102628;0,901126408010013;1,23904881101377;18,4730913642053;0,225281602002503;0,450563204005006;9,46182728410513;3,9424280350438;2,47809762202753;1,12640801001252;1,57697121401752;0,901126408010013
"Ligue 2";"France";62;419915;"N. Ahouonon";"N'Tamon Elie";"Ahouonon";21;"2004-04-22";"Abidjan";"Côte d'Ivoire";"Côte d'Ivoire";"188";"84";FALSE;"https://media.api-sports.io/football/players/419915.png";93;"Reims";"https://media.api-sports.io/football/teams/93.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;10;8;726;28;"Defender";6,91;FALSE;2;1;9;6;3;0;0;0;NA;465;2;45;9;4;8;68;43;6;6;NA;12;8;2;0;0;NA;1;0;0;NA;0;0;0,743801652892562;0,371900826446281;0,247933884297521;57,6446280991736;1,11570247933884;0,991735537190083;8,4297520661157;5,33057851239669;0,743801652892562;0,743801652892562;1,48760330578512;0,991735537190083
"Ligue 2";"France";62;441931;"E. Gassama";"Eden";"Gassama";20;"2005-07-26";NA;"France";"France";"188";NA;FALSE;"https://media.api-sports.io/football/players/441931.png";90;"Guingamp";"https://media.api-sports.io/football/teams/90.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;0;0;NA;33;"Midfielder";NA;FALSE;0;0;0;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ligue 2";"France";62;471286;"A. Diakité";"Amadou";"Diakité";20;"2005-05-31";NA;"France";"France";NA;NA;FALSE;"https://media.api-sports.io/football/players/471286.png";110;"Estac Troyes";"https://media.api-sports.io/football/teams/110.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;3;0;25;36;"Attacker";6,5;FALSE;3;0;4;1;1;0;0;0;NA;18;NA;NA;1;NA;NA;4;3;NA;NA;NA;1;1;1;0;0;NA;NA;0;0;NA;0;0;3,6;3,6;NA;64,8;3,6;NA;14,4;10,8;NA;NA;3,6;3,6
"Ligue 2";"France";62;486051;"Z. Seha";"Zaid";"Seha";18;"2007-01-25";NA;"France";"France";NA;NA;FALSE;"https://media.api-sports.io/football/players/486051.png";1304;"Dunkerque";"https://media.api-sports.io/football/teams/1304.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;6;0;77;57;"Midfielder";6,48;FALSE;6;0;9;1;1;0;0;0;NA;18;1;NA;1;NA;NA;7;2;1;NA;NA;1;NA;0;0;0;NA;NA;0;0;NA;0;0;1,16883116883117;1,16883116883117;1,16883116883117;21,038961038961;1,16883116883117;NA;8,18181818181818;2,33766233766234;1,16883116883117;NA;1,16883116883117;NA
"Ligue 2";"France";62;519665;"J. Raynaud";"Joan";"Raynaud";18;"2007-02-01";NA;"France";"France";NA;NA;FALSE;"https://media.api-sports.io/football/players/519665.png";99;"Clermont Foot";"https://media.api-sports.io/football/teams/99.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;0;0;NA;60;"Goalkeeper";NA;FALSE;0;0;1;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ligue 2";"France";62;528316;"Abdel Medroub";NA;NA;19;NA;NA;NA;NA;NA;NA;FALSE;"https://media.api-sports.io/football/players/528316.png";101;"Grenoble";"https://media.api-sports.io/football/teams/101.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;0;0;NA;46;"Defender";NA;FALSE;0;0;2;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ligue 2";"France";62;275652;"S. Kouassi";"Saki";"Kouassi";22;"2003-02-23";NA;"France";"France";"177";NA;FALSE;"https://media.api-sports.io/football/players/275652.png";1299;"Boulogne";"https://media.api-sports.io/football/teams/1299.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;10;3;286;33;"Defender";6,42;FALSE;7;2;11;NA;NA;0;0;0;NA;98;2;NA;7;NA;4;46;21;10;5;NA;7;8;1;0;0;NA;NA;0;0;NA;0;0;NA;NA;0,629370629370629;30,8391608391608;2,2027972027972;1,25874125874126;14,4755244755245;6,60839160839161;3,14685314685315;1,57342657342657;2,2027972027972;2,51748251748252
"Ligue 2";"France";62;323581;"I. Hamache";"Ilyes";"Hamache";22;"2003-02-11";"Lille";"France";"France";"178";"74";FALSE;"https://media.api-sports.io/football/players/323581.png";87;"Amiens";"https://media.api-sports.io/football/teams/87.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;22;9;851;7;"Attacker";6,65;FALSE;13;9;13;9;7;2;0;1;NA;243;3;NA;15;NA;7;90;35;43;14;NA;5;5;1;0;0;NA;NA;0;0;NA;0,211515863689777;0,105757931844888;0,951821386603995;0,740305522914219;0,317273795534665;25,6991774383079;1,58636897767333;0,740305522914219;9,51821386603995;3,70152761457109;4,5475910693302;1,48061104582844;0,528789659224442;0,528789659224442
"Ligue 2";"France";62;327548;"J. Diazongua Nfinigui";"Joseph Nauquidi";"Diazongua Nfinigui";21;"2004-10-31";"Metz";"France";"France";"187";"74";FALSE;"https://media.api-sports.io/football/players/327548.png";87;"Amiens";"https://media.api-sports.io/football/teams/87.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;19;8;885;15;"Midfielder";6,64;FALSE;11;3;11;1;NA;0;0;0;NA;300;1;NA;15;3;16;110;65;12;6;NA;25;14;0;0;0;NA;NA;0;0;NA;0;0;0,101694915254237;NA;0,101694915254237;30,5084745762712;1,52542372881356;1,6271186440678;11,1864406779661;6,61016949152542;1,22033898305085;0,610169491525424;2,54237288135593;1,42372881355932
"Ligue 2";"France";62;329209;"A. Camblan";"Axel";"Camblan";22;"2003-06-18";"Brest";"France";"France";"168";"60";FALSE;"https://media.api-sports.io/football/players/329209.png";99;"Clermont Foot";"https://media.api-sports.io/football/teams/99.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;22;14;1334;7;"Midfielder";6,5;FALSE;8;6;8;19;8;1;0;1;NA;287;14;NA;18;2;2;113;36;27;5;NA;4;13;2;0;0;NA;NA;0;0;NA;0,0674662668665667;0,0674662668665667;1,28185907046477;0,539730134932534;0,944527736131934;19,3628185907046;1,2143928035982;0,134932533733133;7,62368815592204;2,4287856071964;1,8215892053973;0,337331334332834;0,269865067466267;0,877061469265367
"Ligue 2";"France";62;343350;"Y. Aradj";"Ylies";"Aradj";20;"2005-06-05";NA;"France";"France";"179";"69";FALSE;"https://media.api-sports.io/football/players/343350.png";433;"Laval";"https://media.api-sports.io/football/teams/433.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;14;10;891;21;"Defender";6,39;FALSE;4;7;8;1;NA;0;0;0;NA;339;8;NA;16;3;6;93;33;23;6;NA;5;19;5;0;0;NA;1;0;0;NA;0;0;0,101010101010101;NA;0,808080808080808;34,2424242424242;1,61616161616162;0,606060606060606;9,39393939393939;3,33333333333333;2,32323232323232;0,606060606060606;0,505050505050505;1,91919191919192
"Ligue 2";"France";62;363544;"M. Touho";"Mathis";"Touho";21;"2004-11-24";NA;"France";"France";"185";NA;FALSE;"https://media.api-sports.io/football/players/363544.png";87;"Amiens";"https://media.api-sports.io/football/teams/87.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;6;1;110;94;"Attacker";6,44;FALSE;5;1;8;1;1;0;0;0;NA;35;2;NA;3;NA;2;17;8;2;1;NA;2;2;0;0;0;NA;NA;0;0;NA;0;0;0,818181818181818;0,818181818181818;1,63636363636364;28,6363636363636;2,45454545454545;1,63636363636364;13,9090909090909;6,54545454545454;1,63636363636364;0,818181818181818;1,63636363636364;1,63636363636364
"Ligue 2";"France";62;395809;"J. Sanda";"Joachim";"Kayi Sanda";19;"2006-11-29";"Antony";"France";"France";"186";"76";FALSE;"https://media.api-sports.io/football/players/395809.png";104;"RED Star FC 93";"https://media.api-sports.io/football/teams/104.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;6;3;333;4;"Defender";6,82;FALSE;3;0;11;3;1;0;0;0;NA;262;NA;45;5;1;4;39;21;2;NA;NA;3;8;0;0;0;NA;NA;0;0;NA;0;0;0,810810810810811;0,27027027027027;NA;70,8108108108108;1,35135135135135;1,08108108108108;10,5405405405405;5,67567567567568;0,540540540540541;NA;0,810810810810811;2,16216216216216
"Ligue 2";"France";62;402242;"M. Bechikh";"Mohamed";"Bechikh";20;"2005-07-13";"Créteil";"France";"France";"183";"75";FALSE;"https://media.api-sports.io/football/players/402242.png";101;"Grenoble";"https://media.api-sports.io/football/teams/101.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;4;1;141;37;"Attacker";6,33;FALSE;3;1;3;4;1;0;0;0;NA;38;2;NA;1;NA;NA;24;9;2;1;NA;3;5;0;0;0;NA;NA;0;0;NA;0;0;2,5531914893617;0,638297872340426;1,27659574468085;24,2553191489362;0,638297872340426;NA;15,3191489361702;5,74468085106383;1,27659574468085;0,638297872340426;1,91489361702128;3,19148936170213
"Ligue 2";"France";62;412784;"A. Baallal";"Abdellah";"Baallal";21;"2004-11-07";"Casablanca";"Morocco";"Morocco";NA;NA;FALSE;"https://media.api-sports.io/football/players/412784.png";99;"Clermont Foot";"https://media.api-sports.io/football/teams/99.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;20;15;1496;2;"Attacker";6,86;FALSE;5;4;5;16;4;1;0;1;NA;876;16;NA;37;1;27;159;81;16;5;NA;18;19;3;0;0;NA;NA;0;0;NA;0,0601604278074866;0,0601604278074866;0,962566844919786;0,240641711229947;0,962566844919786;52,7005347593583;2,22593582887701;1,62433155080214;9,56550802139037;4,87299465240642;0,962566844919786;0,300802139037433;1,08288770053476;1,14304812834225
"Ligue 2";"France";62;431165;"K. Tou";"Koula Sébastien";"Tou";21;"2004-12-01";"Strasbourg";"Burkina Faso";"Burkina Faso";"196";"84";FALSE;"https://media.api-sports.io/football/players/431165.png";1304;"Dunkerque";"https://media.api-sports.io/football/teams/1304.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;0;0;NA;33;"Goalkeeper";NA;FALSE;0;0;0;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ligue 2";"France";62;436319;"M. Petrignani";"Matteo";"Petrignani";20;"2005-09-09";NA;"France";"France";"176";NA;FALSE;"https://media.api-sports.io/football/players/436319.png";1305;"Bastia";"https://media.api-sports.io/football/teams/1305.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;8;3;360;33;"Midfielder";6,6;FALSE;5;2;10;4;NA;0;0;1;NA;114;9;NA;9;NA;3;42;17;1;NA;NA;4;8;1;0;0;NA;1;0;0;NA;0;0,25;1;NA;2,25;28,5;2,25;0,75;10,5;4,25;0,25;NA;1;2
"Ligue 2";"France";62;437133;"G. Capuano";"Gabin";"Capuano";19;"2006-04-26";NA;"France";"France";"185";"72";FALSE;"https://media.api-sports.io/football/players/437133.png";1299;"Boulogne";"https://media.api-sports.io/football/teams/1299.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;12;6;529;26;"Attacker";6,46;FALSE;6;5;7;12;4;1;0;0;NA;119;4;NA;3;1;3;88;34;9;2;NA;6;15;2;0;0;NA;NA;0;0;NA;0,170132325141777;0;2,04158790170132;0,680529300567108;0,680529300567108;20,2457466918715;0,510396975425331;0,510396975425331;14,9716446124764;5,78449905482042;1,53119092627599;0,340264650283554;1,02079395085066;2,55198487712665
"Ligue 2";"France";62;526365;"L. Boiteau";"Luka";"Boiteau";19;"2006-01-02";NA;"France";"Canada";"174";NA;FALSE;"https://media.api-sports.io/football/players/526365.png";1299;"Boulogne";"https://media.api-sports.io/football/teams/1299.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;8;1;211;7;"Midfielder";6,75;FALSE;7;1;11;4;3;0;0;2;NA;65;6;NA;5;NA;1;23;9;5;2;NA;2;5;1;0;0;NA;NA;0;0;NA;0;0,853080568720379;1,70616113744076;1,27962085308057;2,55924170616114;27,7251184834123;2,13270142180095;0,42654028436019;9,81042654028436;3,83886255924171;2,13270142180095;0,853080568720379;0,853080568720379;2,13270142180095
"Ligue 2";"France";62;343710;"K. Dong";"Kyliane";"Dong";21;"2004-09-27";"Évry-Courcouronnes";"France";"France";"178";"68";FALSE;"https://media.api-sports.io/football/players/343710.png";1297;"PAU";"https://media.api-sports.io/football/teams/1297.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;21;11;955;9;"Midfielder";6,67;FALSE;10;9;11;10;1;1;0;3;NA;235;14;NA;10;NA;3;121;51;42;17;NA;23;12;1;0;0;NA;NA;0;0;NA;0,0942408376963351;0,282722513089005;0,942408376963351;0,0942408376963351;1,31937172774869;22,1465968586387;0,942408376963351;0,282722513089005;11,4031413612565;4,80628272251309;3,95811518324607;1,6020942408377;2,16753926701571;1,13089005235602
"Ligue 2";"France";62;354845;"B. Touré";"Ben Hamed";"Touré";22;"2003-08-21";"Lopou";"Côte d'Ivoire";"Côte d'Ivoire";"185";"79";FALSE;"https://media.api-sports.io/football/players/354845.png";3012;"Annecy";"https://media.api-sports.io/football/teams/3012.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;15;10;911;71;"Attacker";6,63;FALSE;5;9;5;16;9;3;0;2;NA;249;4;NA;7;NA;3;222;85;31;19;NA;27;41;1;0;0;NA;NA;0;0;NA;0,296377607025247;0,197585071350165;1,58068057080132;0,889132821075741;0,395170142700329;24,5993413830955;0,691547749725576;0,296377607025247;21,9319429198683;8,397365532382;3,06256860592755;1,87705817782656;2,66739846322722;4,05049396267838
"Ligue 2";"France";62;358430;"N. Marec";"Noah";"Marec";21;"2004-08-25";"Brest";"France";"France";"193";"76";FALSE;"https://media.api-sports.io/football/players/358430.png";90;"Guingamp";"https://media.api-sports.io/football/teams/90.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;0;0;NA;40;"Goalkeeper";NA;FALSE;0;0;12;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ligue 2";"France";62;388898;"Diockoumalang Gomes";"Diockoumalang";"Gomes";20;"2005-05-28";NA;"France";"France";NA;NA;FALSE;"https://media.api-sports.io/football/players/388898.png";1298;"Le Mans";"https://media.api-sports.io/football/teams/1298.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;4;2;106;7;"Midfielder";5,98;FALSE;2;1;4;NA;NA;0;0;0;NA;25;NA;NA;1;NA;1;15;3;3;1;NA;1;6;2;1;0;NA;NA;0;0;NA;0;0;NA;NA;NA;21,2264150943396;0,849056603773585;0,849056603773585;12,7358490566038;2,54716981132075;2,54716981132075;0,849056603773585;0,849056603773585;5,09433962264151
"Ligue 2";"France";62;395048;"C. Fall";"Cheikh";"Fall";21;"2004-02-25";NA;"France";"France";"177";"70";FALSE;"https://media.api-sports.io/football/players/395048.png";1297;"PAU";"https://media.api-sports.io/football/teams/1297.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;15;6;653;6;"Midfielder";6,63;FALSE;9;2;11;15;9;2;0;1;NA;288;3;NA;9;3;11;68;33;6;2;NA;7;15;3;0;0;NA;NA;0;0;NA;0,275650842266462;0,137825421133231;2,06738131699847;1,24042879019908;0,413476263399694;39,6937212863706;1,24042879019908;1,51607963246554;9,37212863705972;4,54823889739663;0,826952526799387;0,275650842266462;0,964777947932619;2,06738131699847
"Ligue 2";"France";62;417914;"H. Koutoune";"Hamza";"Koutoune";19;"2006-09-17";NA;"Morocco";"Morocco";"177";NA;FALSE;"https://media.api-sports.io/football/players/417914.png";3012;"Annecy";"https://media.api-sports.io/football/teams/3012.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;7;4;328;3;"Midfielder";6,51;FALSE;3;3;4;1;NA;0;0;0;NA;102;1;NA;3;NA;NA;35;15;3;NA;NA;8;6;0;0;0;NA;NA;0;0;NA;0;0;0,274390243902439;NA;0,274390243902439;27,9878048780488;0,823170731707317;NA;9,60365853658537;4,11585365853659;0,823170731707317;NA;2,19512195121951;1,64634146341463
"Ligue 2";"France";62;437760;"R. Messi";"Rayane";"Messi Tanfouri";18;"2007-05-23";"Sèvres";"France";"France";"175";"70";FALSE;"https://media.api-sports.io/football/players/437760.png";1297;"PAU";"https://media.api-sports.io/football/teams/1297.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;14;6;664;7;"Attacker";6,85;FALSE;8;4;8;4;2;2;0;0;NA;198;16;NA;8;1;4;67;31;14;6;NA;12;9;0;0;0;NA;NA;0;0;NA;0,271084337349398;0;0,542168674698795;0,271084337349398;2,16867469879518;26,8373493975904;1,08433734939759;0,542168674698795;9,08132530120482;4,20180722891566;1,89759036144578;0,813253012048193;1,62650602409639;1,21987951807229
"Ligue 2";"France";62;461463;"M. Saka";"Mathis";"Saka";19;"2006-09-20";NA;"France";"France";"172";"63";FALSE;"https://media.api-sports.io/football/players/461463.png";1301;"Rodez";"https://media.api-sports.io/football/teams/1301.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;0;0;112;28;"Midfielder";6,68;FALSE;0;0;0;3;1;0;0;0;NA;30;2;NA;4;NA;NA;22;10;2;NA;NA;4;6;2;0;0;NA;NA;0;0;NA;0;0;2,41071428571429;0,803571428571428;1,60714285714286;24,1071428571429;3,21428571428571;NA;17,6785714285714;8,03571428571429;1,60714285714286;NA;3,21428571428571;4,82142857142857
"Ligue 2";"France";62;477124;"V. Orakpo";"Victor";"Orakpo";19;"2006-01-14";NA;"Nigeria";"Nigeria";"194";"79";FALSE;"https://media.api-sports.io/football/players/477124.png";82;"Montpellier";"https://media.api-sports.io/football/teams/82.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;13;7;665;14;"Attacker";6,59;FALSE;6;5;11;12;6;0;0;1;NA;174;8;NA;7;1;3;90;35;12;7;NA;5;16;2;0;0;NA;NA;0;0;NA;0;0,135338345864662;1,62406015037594;0,81203007518797;1,08270676691729;23,5488721804511;0,947368421052632;0,406015037593985;12,1804511278195;4,73684210526316;1,62406015037594;0,947368421052632;0,676691729323308;2,16541353383459
"Ligue 2";"France";62;477124;"V. Orakpo";"Victor";"Orakpo";19;"2006-01-14";NA;"Nigeria";"Nigeria";"194";"79";FALSE;"https://media.api-sports.io/football/players/477124.png";102;"Nancy";"https://media.api-sports.io/football/teams/102.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;5;2;224;24;"Attacker";6,24;FALSE;3;0;3;3;NA;0;0;0;NA;45;3;NA;NA;NA;1;42;12;6;2;NA;2;8;0;0;0;NA;NA;0;0;NA;0;0;1,20535714285714;NA;1,20535714285714;18,0803571428571;NA;0,401785714285714;16,875;4,82142857142857;2,41071428571429;0,803571428571428;0,803571428571428;3,21428571428571
"Ligue 2";"France";62;486136;"I. Cossier";"Isaac";"Cossier";19;"2006-11-30";NA;"France";"France";"186";"78";FALSE;"https://media.api-sports.io/football/players/486136.png";1298;"Le Mans";"https://media.api-sports.io/football/teams/1298.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;18;12;1177;3;"Defender";6,81;FALSE;6;3;10;2;1;0;0;0;NA;586;2;NA;29;2;24;94;56;4;3;NA;5;18;3;0;0;NA;NA;0;0;NA;0;0;0,152931180968564;0,0764655904842821;0,152931180968564;44,8088360237893;2,21750212404418;1,83517417162277;7,18776550552251;4,2820730671198;0,305862361937128;0,229396771452846;0,38232795242141;1,37638062871708
"Ligue 2";"France";62;492721;"I. Mohamed";"Isyak";"Mohamed";17;"2008-02-21";NA;"France";"France";NA;NA;FALSE;"https://media.api-sports.io/football/players/492721.png";82;"Montpellier";"https://media.api-sports.io/football/teams/82.png";62;"Ligue 2";"France";"https://media.api-sports.io/football/leagues/62.png";"https://media.api-sports.io/flags/fr.svg";2025;2;0;20;33;"Defender";6,75;FALSE;2;0;2;NA;NA;0;0;0;NA;2;NA;NA;1;NA;NA;1;1;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA;0;0;NA;NA;NA;9;4,5;NA;4,5;4,5;NA;NA;NA;NA
